-2.000440869755969686e+00 -1.896011789202838971e+00 -1.662495104002729152e+00 -1.339409142221565263e+00 -9.593057633128290185e-01 -5.441274672645418642e-01 -1.063287467694806754e-01 3.467057124756873776e-01 8.063552048468707323e-01 1.255859893873275235e+00 1.664354530622081718e+00 1.984056941036953514e+00 2.153540816558678905e+00 2.109716455647415945e+00 1.808446515426303858e+00 1.248255812132057718e+00 4.858751806717762634e-01 -3.681731371815538112e-01 -1.177183894140637621e+00 -1.818431507047447715e+00 -2.216799124792792952e+00 -2.357271667110862001e+00 -2.275032598011773821e+00 -2.033053104320837523e+00 -1.699330914093103662e+00 -1.331245800732608897e+00 -9.685083022523180984e-01 -6.325723745016740285e-01 -3.295573932869086398e-01 -5.444211123362896476e-02 2.046562738906436696e-01 4.625155909788520869e-01 7.331310872678504786e-01 1.026157628602296645e+00 1.343343263457096315e+00 1.675043836052561685e+00 1.997355920540726526e+00 2.271088849837229695e+00 2.444497264359055677e+00 2.461801895252020422e+00 2.278128526198332615e+00 1.878083526266911329e+00 1.290871907107054462e+00 5.929168000409040795e-01 -1.072106486829738081e-01 -6.975844605304022394e-01 -1.093063655341490303e+00 -1.253645051944422439e+00 -1.185491539923771764e+00 -9.287542949726819153e-01 -5.412355757664750744e-01 -8.555668859148846117e-02 3.771827366213758026e-01 7.886533363536675223e-01 1.093212071586795453e+00 1.240436793545736549e+00 1.192549958006663413e+00 9.358008157891435363e-01 4.911356152729414726e-01 -8.264523845991278428e-02 -6.981661738390991800e-01 -1.260041955999263052e+00 -1.688872330460536864e+00 -1.938513858567622039e+00
-2.010137916099548949e+00 -1.898807658283712341e+00 -1.660254962481471086e+00 -1.333830194379860279e+00 -9.516796327379062337e-01 -5.352983509418227648e-01 -9.678690551659108188e-02 3.566568073315714571e-01 8.164052884117065645e-01 1.265509080153016219e+00 1.672781686708048499e+00 1.990093634658507415e+00 2.155813681291907091e+00 2.106994456089295475e+00 1.800141783201641088e+00 1.234892882580868045e+00 4.692541489563094581e-01 -3.853154853678917302e-01 -1.191944855240051337e+00 -1.828595864702738272e+00 -2.221372051453336383e+00 -2.356507880416160994e+00 -2.270075557941666489e+00 -2.025449122182477080e+00 -1.690640618815347329e+00 -1.322842647441430319e+00 -9.615425562437928120e-01 -6.280307408848802009e-01 -3.283485281388974775e-01 -5.745770611174361164e-02 1.965359224738736366e-01 4.484909420408393910e-01 7.126423498307624671e-01 9.991450815138247510e-01 1.310609829421480743e+00 1.638688934728128599e+00 1.961183557292903279e+00 2.240793326248470496e+00 2.427334636271094581e+00 2.465459024933709387e+00 2.308731435863254688e+00 1.937787626011690412e+00 1.376041519529894286e+00 6.940517701554066443e-01 -3.301574306290966376e-03 -6.040998862029737237e-01 -1.019677215510767398e+00 -1.204640276577443769e+00 -1.160019923381638840e+00 -9.225780901251401378e-01 -5.488855461846686712e-01 -1.020750399438373757e-01 3.552549842451730999e-01 7.630142971424633824e-01 1.064083967879620563e+00 1.207212004944833605e+00 1.154621779783003399e+00 8.933647993745563731e-01 4.456942302247127730e-01 -1.283087755668415875e-01 -7.405874584846509068e-01 -1.296007467255130718e+00 -1.716261260847398606e+00 -1.956695243521739735e+00
-2.018362966861856123e+00 -1.899950176468247820e+00 -1.656436000242510920e+00 -1.326899045396471077e+00 -9.429901127680480055e-01 -5.256943776358629083e-01 -8.672416923336867534e-02 3.669215381970363232e-01 8.266066383475210166e-01 1.275184184120698117e+00 1.681139025576406709e+00 1.995992075519304576e+00 2.157911966100569678e+00 2.104103892549040289e+00 1.791726372297751890e+00 1.221528830550503431e+00 4.527764173088729693e-01 -4.021671537400935414e-01 -1.206300177818621311e+00 -1.838295474782420946e+00 -2.225479394930339971e+00 -2.355319750569069281e+00 -2.264752867059621089e+00 -2.017533040470214978e+00 -1.681671854856324533e+00 -1.314168601249165347e+00 -9.542881148981678940e-01 -6.231625213530895824e-01 -3.267636496654678924e-01 -6.004789973300805883e-02 1.888750174812401372e-01 4.349240873538156027e-01 6.925471859636492811e-01 9.723652960588091698e-01 1.277812716594780129e+00 1.601802346653006026e+00 1.923824995195809295e+00 2.208506011030683780e+00 2.407344006587129215e+00 2.465646587132774403e+00 2.335719601916368404e+00 1.994504347506159014e+00 1.459718265668742632e+00 7.958455900854140008e-01 1.035794929821372001e-01 -5.057609863798160355e-01 -9.404192638961430539e-01 -1.149732094783747938e+00 -1.129426701873031291e+00 -9.125602027844816888e-01 -5.541705088521845513e-01 -1.177034215576364673e-01 3.328321519616743718e-01 7.356083683484384572e-01 1.032048175280936286e+00 1.170127413158380314e+00 1.112180013705430515e+00 8.461917703622277021e-01 3.958149144603910763e-01 -1.776007371381328470e-01 -7.854592829096652684e-01 -1.333113467902534932e+00 -1.743597653562702687e+00 -1.973929148680935830e+00
-2.025038357315996240e+00 -1.899380948036994976e+00 -1.651000972405437084e+00 -1.318597202013183090e+00 -9.332334431508109152e-01 -5.153225476689313744e-01 -7.615510264326963430e-02 3.774801149406727951e-01 8.369360128713680957e-01 1.284860179605536334e+00 1.689401757676473048e+00 2.001730374177887128e+00 2.159819908615250306e+00 2.101038318191033927e+00 1.783205220181621087e+00 1.208179765798579997e+00 4.364662239840970681e-01 -4.187010377996711608e-01 -1.220225703947234841e+00 -1.847513602481826833e+00 -2.229113839730090696e+00 -2.353708881950080212e+00 -2.259072845855577327e+00 -2.009316976358234363e+00 -1.672437645205238077e+00 -1.305235099729036508e+00 -9.467528180366880930e-01 -6.179703509824241436e-01 -3.247988671744246325e-01 -6.220112979075642645e-02 1.816938454685242954e-01 4.218450300035109235e-01 6.728861706791180453e-01 9.458698127859381799e-01 1.245013554164587921e+00 1.564452072139220995e+00 1.885345616282508852e+00 2.174272669928191792e+00 2.384525325612280255e+00 2.462286979795590636e+00 2.358912323900882235e+00 2.047949400616483118e+00 1.541555699834524118e+00 8.979728533690096715e-01 2.132270930529653885e-01 -4.025806078905812546e-01 -8.550961386459196012e-01 -1.088568298358559616e+00 -1.093286339252383277e+00 -8.982907334285255008e-01 -5.567646782906683356e-01 -1.322394178239546525e-01 3.099807863736734337e-01 7.063742400690695700e-01 9.969389238603507675e-01 1.128948305009468411e+00 1.064965043088016650e+00 7.940432693621606308e-01 3.413188027237202826e-01 -2.306191074612138903e-01 -8.327990642136511301e-01 -1.371315331879611410e+00 -1.770802254501210982e+00 -1.990127874137410657e+00
-2.030079551616263522e+00 -1.897038666580615818e+00 -1.643912275943973711e+00 -1.308907123682560680e+00 -9.224072431620157220e-01 -5.041911404132173313e-01 -6.509519446915557062e-02 3.883122566397911868e-01 8.473700906712219316e-01 1.294512297700389780e+00 1.697545581606767939e+00 2.007287224719343399e+00 2.161522254243964269e+00 2.097791513761491977e+00 1.774583002224347394e+00 1.194860893396010759e+00 4.203462396118968769e-01 -4.348921071463159316e-01 -1.233699553556521611e+00 -1.856235648543166139e+00 -2.232269794192858647e+00 -2.351678070891796146e+00 -2.253044503619270778e+00 -2.000813358093266103e+00 -1.662951102988253549e+00 -1.296053587374805582e+00 -9.389445211821291215e-01 -6.124569288080243812e-01 -3.224503940644209421e-01 -6.390593154368207074e-02 1.750126800307282293e-01 4.092839544664577112e-01 6.537004086911306633e-01 9.197112758919564479e-01 1.212275982997915058e+00 1.526709493854176092e+00 1.845816086599115557e+00 2.138146603498191745e+00 2.358887944283913463e+00 2.455311935774052934e+00 2.378134070153373525e+00 2.097833731336415486e+00 1.621187687262310995e+00 1.000073095873588835e+00 3.253919461823313597e-01 -2.946121019891316806e-01 -7.635393581436351607e-01 -1.020800451938143283e+00 -1.051157788803292359e+00 -8.793332424080959608e-01 -5.563148564099192894e-01 -1.454606581950100841e-01 2.867754224205666391e-01 6.752463354922457750e-01 9.585772524053897126e-01 1.083423582928652040e+00 1.012704092946895340e+00 7.366760256324502709e-01 2.820327208942049468e-01 -2.874470522510823578e-01 -8.826042766359485370e-01 -1.410548115273450476e+00 -1.797778810437057118e+00 -2.005191797831489708e+00
-2.033394851424558780e+00 -1.892859232296453698e+00 -1.635132266571035498e+00 -1.297812601108548902e+00 -9.105108735183347068e-01 -4.923100221883438543e-01 -5.356109860133684286e-02 3.993970162873239360e-01 8.578853535370263295e-01 1.304115955407126215e+00 1.705546644080926599e+00 2.012641879179892790e+00 2.163004227487332898e+00 2.094357440808088278e+00 1.765864059202163716e+00 1.181586419218143114e+00 4.044374654974134398e-01 -4.507174944107028014e-01 -1.246702184515379397e+00 -1.864449174782675245e+00 -2.234943386559583800e+00 -2.349231283584932939e+00 -2.246677510129723832e+00 -1.992034899561244465e+00 -1.653225414240386826e+00 -1.286635508708291464e+00 -9.308710987827805150e-01 -6.066250291438149977e-01 -3.197145636745798991e-01 -6.515095333972420466e-02 1.688517722174748270e-01 3.972712284677490935e-01 6.350315522368666921e-01 8.939434705825267669e-01 1.179665717789247559e+00 1.488649478255063885e+00 1.805312534960948012e+00 2.100188982357439560e+00 2.330451229567371385e+00 2.444663536597472042e+00 2.393215856515192197e+00 2.143864860907714665e+00 1.698228811585904330e+00 1.101749151381020919e+00 4.397765978859772273e-01 -1.819559128008387816e-01 -6.656128257873729082e-01 -9.460897716157202764e-01 -1.002587802623646551e+00 -8.552254390162441489e-01 -5.524393965361924508e-01 -1.571232526193051537e-01 2.632997777606371770e-01 6.421553439542246888e-01 9.167711899677075671e-01 1.033286258713737471e+00 9.551126827059467361e-01 6.738446553331836064e-01 2.177929015309615357e-01 -3.481488143746461761e-01 -9.348486818354024841e-01 -1.450723638559064721e+00 -1.824412181727423032e+00 -2.019008411338796716e+00
-2.034885296767022123e+00 -1.886776038450092896e+00 -1.624623705055388001e+00 -1.285299224451558864e+00 -8.975458556569939628e-01 -4.796909884779460009e-01 -4.157089480874676113e-02 4.107125943459801753e-01 8.684579617303967991e-01 1.313646677975885080e+00 1.713381492838041975e+00 2.017774113494243959e+00 2.164251493653667868e+00 2.090730185398960828e+00 1.757052317298262611e+00 1.168369451915931112e+00 3.887591335865578923e-01 -4.661565775535625455e-01 -1.259216442739679254e+00 -1.872143918657616313e+00 -2.237132451226823360e+00 -2.346373626661656164e+00 -2.239982162982432357e+00 -1.982994573332772736e+00 -1.643273821643101540e+00 -1.276992304510249365e+00 -9.225404525323921412e-01 -6.004775199282600395e-01 -3.165878541074129138e-01 -6.592498300258409216e-02 1.632313284903352812e-01 3.858373914912143210e-01 6.169218059586641933e-01 8.686213499698320906e-01 1.147250604247199934e+00 1.450350481805385172e+00 1.763916752308880787e+00 2.060469228399498309e+00 2.299245267630813050e+00 2.430295383034183132e+00 2.403996885544728013e+00 2.185748606042633213e+00 1.772275229168640553e+00 1.202565844420901087e+00 5.560310269106752967e-01 -6.476678380211442487e-02 -5.612212160033900332e-01 -8.641144747843871876e-01 -9.471156234104591842e-01 -8.254808807328384290e-01 -5.447277164516957093e-01 -1.669603805953185915e-01 2.396480756976391291e-01 6.070290905606748888e-01 8.713164683415746126e-01 9.782546813218233606e-01 8.918969872888979911e-01 6.053053417495269928e-01 1.484496019304866188e-01 -4.127649288485178980e-01 -9.894781706544577560e-01 -1.491727452866292714e+00 -1.850566530584109026e+00 -2.031451527269545032e+00
-2.034444813484979964e+00 -1.878720459837370127e+00 -1.612350348787431997e+00 -1.271354945601052222e+00 -8.835163462486480546e-01 -4.663481353307017407e-01 -2.914436308753343141e-02 4.222361466171278277e-01 8.790636266077298533e-01 1.323080018410460745e+00 1.721027025068948557e+00 2.022664186882562554e+00 2.165250112499562896e+00 2.086903893687157563e+00 1.748151201868089810e+00 1.155221902499132591e+00 3.733286089398314411e-01 -4.811910551464058106e-01 -1.271227602471002083e+00 -1.879311797451075572e+00 -2.238836506009811433e+00 -2.343111311302139566e+00 -2.232969351268729863e+00 -1.973705582701687167e+00 -1.633109609555158492e+00 -1.267135411392940725e+00 -9.139605250220272925e-01 -5.940173885235859874e-01 -3.130669228663754411e-01 -6.621698661159514110e-02 1.581714736815496014e-01 3.750131260463981375e-01 5.994139132750019305e-01 8.438010440523850964e-01 1.115100662036168977e+00 1.411894651403604151e+00 1.721716401152536768e+00 2.019065434075313359e+00 2.265311653818220528e+00 2.412173935372490696e+00 2.410326483839456024e+00 2.223191256638479274e+00 1.842906096228994262e+00 1.302049187050257295e+00 6.737483788221270142e-01 5.673850064412144789e-02 -4.503196033580674218e-01 -7.745788166638400973e-01 -8.842793694371405833e-01 -7.895919981716643665e-01 -5.327406041021715000e-01 -1.746811665707757033e-01 2.159264805695007006e-01 5.697938302269496269e-01 8.219979353309351255e-01 9.180347193627712565e-01 8.227573361324830303e-01 5.308206893526863368e-01 7.387274259236881191e-02 -4.813067251668176616e-01 -1.046406255533459451e+00 -1.533415769691844011e+00 -1.876083673229608673e+00 -2.042380734157044131e+00
-2.031960667558187161e+00 -1.868622576859824136e+00 -1.598277702448458681e+00 -1.255970735889970546e+00 -8.684296617012192687e-01 -4.522982521030611824e-01 -1.630326359351697008e-02 4.339435934935191863e-01 8.896774861604761497e-01 1.332391478421832254e+00 1.728460434501812193e+00 2.027292797002735902e+00 2.165986485612886536e+00 2.082872700856432946e+00 1.739163546321827125e+00 1.142154382655262035e+00 3.581612954638782043e-01 -4.958050143943015797e-01 -1.282723397016601208e+00 -1.885946902769518374e+00 -2.240056721290520247e+00 -2.339451611700955169e+00 -2.225650516250769595e+00 -1.964181333106754801e+00 -1.622746090495080562e+00 -1.257076264724532599e+00 -9.051393187216807412e-01 -5.872477751431114390e-01 -3.091486519132068955e-01 -6.601616103561269711e-02 1.536921964387711892e-01 3.648292075674008927e-01 5.825511180375981812e-01 8.195398421019484125e-01 1.083288102156140242e+00 1.373367905365342478e+00 1.678805220234021567e+00 1.976064806150176656e+00 2.228704361735399875e+00 2.390280029668136130e+00 2.412066370809807125e+00 2.255902290040270763e+00 1.909685711118203288e+00 1.399686283211973636e+00 7.924610454895649747e-01 1.822729879331767000e-01 -3.329243457436652509e-01 -6.772240152884789754e-01 -8.136244522672495538e-01 -7.470348180382675451e-01 -5.160116202330778945e-01 -1.799700175972800409e-01 1.922546148412602740e-01 5.303760679494728958e-01 7.685918726795772926e-01 8.523231590053488294e-01 7.473931104797625347e-01 4.501659540639478818e-01 -6.041328541333823576e-03 -5.537501145260833590e-01 -1.105509288552425362e+00 -1.575612465828337250e+00 -1.900781707752636995e+00 -2.051641188479528033e+00
-2.027314291079223452e+00 -1.856412167897595777e+00 -1.582373938139185920e+00 -1.239141336397204807e+00 -8.522968434471771548e-01 -4.375612244194045930e-01 -3.071611595752088419e-03 4.458094394818556960e-01 9.002739904041596741e-01 1.341556435979806894e+00 1.735659160883537000e+00 2.031641033601228941e+00 2.166447299628608825e+00 2.078630655148470563e+00 1.730091497537434186e+00 1.129176102890040223e+00 3.432705455341499290e-01 -5.099849918172355556e-01 -1.293694040391940359e+00 -1.892045486152779343e+00 -2.240795881966255454e+00 -2.335402818698434579e+00 -2.218037609580473912e+00 -1.954435403175909025e+00 -1.612196593031801406e+00 -1.246826304665863638e+00 -8.960849199958952349e-01 -5.801720137571559910e-01 -3.048302034221215262e-01 -6.531200130234826595e-02 1.498132747893040628e-01 3.553164287154340073e-01 5.663770947505424314e-01 7.958961386237854985e-01 1.051887305372513293e+00 1.334859977990948909e+00 1.635283204655326506e+00 1.931564113620138023e+00 2.189490675240651996e+00 2.364610566674051562e+00 2.409093284021328607e+00 2.283597698993386160e+00 1.972166526986249169e+00 1.494926181954990163e+00 9.116373774837592814e-01 3.114712782532103041e-01 -2.091251565491544229e-01 -5.718412293663641677e-01 -7.347143810022441768e-01 -6.972758104035930993e-01 -4.940499683681874865e-01 -1.824866501663858775e-01 1.687671071380014709e-01 4.887050196374308486e-01 7.108694570947644564e-01 7.808126169379459025e-01 6.655093243284357918e-01 3.631368514514435875e-01 -9.136186753703234853e-02 -6.300287029387079407e-01 -1.166621526478207604e+00 -1.618106313788985728e+00 -1.924454055262752927e+00 -2.059063847004843240e+00
